scene,in,out,dur_s,words,narration,image_prompt
153,0:32:32.561,0:32:50.115,17.55,52,"and the one man it was worth a fortune to had plainly never heard it. ""Amos Caldwell of the Caldwell Consolidated silver mines, Mr. Thorne. Amos Caldwell of the Merchants' Bank of Denver, of thirty thousand acres of grazing land, of more money, sir, speaking as the man who kept his books,",
154,0:32:50.115,0:33:08.344,18.23,54,"than this county in its entirety will handle in fifty years. My client was the richest man in the territory. And for the last year of his life he was a dying man walking through little towns in a patched coat, mailing me letters, on his own last errand to see, before the end,",
155,0:33:08.344,0:33:26.236,17.89,53,"whether his kind ever tells the truth about what a man is worth."" Abel sat down. ""He buried a son once,"" Adair went on, quieter. ""Daniel. A mine of his own killed the boy, and his wife followed inside the year, and my client I will say this once and deny saying it",
156,0:33:26.236,0:33:35.350,9.11,27,was the loneliest human being I have known in forty years of a profession that acquaints a man with loneliness. He wrote a will before he walked.,
157,0:33:35.350,0:33:45.478,10.13,30,"I hold it. It is four sentences long, and I have carried it through eleven towns, and it instructs me to find where he lies and how he was treated,",
158,0:33:45.478,0:33:54.930,9.45,28,"and it leaves the entire estate —"" the lawyer's dry voice did not change, which somehow made it land harder ""to whoever showed his body dignity, expecting nothing.",
159,0:33:54.930,0:34:04.382,9.45,28,"Those are its words, Mr. Thorne. Expecting nothing. He was very particular about those words, and I have spent five weeks making certain of them."" The lamp hissed.",
160,0:34:04.382,0:34:17.548,13.17,39,"The big hands on the workbench lay still among the shavings. ""I don't want it,"" is what Abel Thorne finally said — the first thing he said, and Adair would tell the story for the rest of his life.",
161,0:34:17.548,0:34:30.038,12.49,37,"""It was never for pay. If I take a fortune for it, then it was for pay all along, and it — changes what it was. Backwards."" He shook his head slowly, a man working it out.",
162,0:34:30.038,0:34:44.217,14.18,42,"""It was the last free thing anybody ever did for him. I'd sooner it stayed that way."" And Quincey Adair, attorney, looked at the poorest man in Granite Flat turning down the richest estate in the territory on a point of grammar,",
163,0:34:44.217,0:34:56.369,12.15,36,"and for the first time in six hundred miles, he smiled. ""He said you'd say that,"" said Adair. ""I am instructed, in that event, to show you the watch."" Abel's hand went to his vest pocket.",
164,0:34:56.369,0:35:09.873,13.5,40,"Of course it did. ""He wrote me from this town, the week he died. His last letter."" Adair drew out a page in a thin wild hand and read it plain: ""'The one who has my watch is the one.",
165,0:35:09.873,0:35:21.013,11.14,33,"Tell him: he kept it wound. Tell him a debt held by a dead man cannot be refused, and I hold his. He told me once that nobody goes into the ground alone.",
166,0:35:21.013,0:35:30.127,9.11,27,"Neither shall he go back to an empty house, if brass and paper can prevent it. Open the case, Abel.'"" The lawyer looked up. ""It's engraved, Mr.",
167,0:35:30.127,0:35:44.306,14.18,42,"Thorne. He had it done thirty years ago. I was there."" And Abel Thorne, by lamplight, with shaking big fingers, thumbed open the back of the brass watch he had wound every night for five weeks, and read, in small worn letters:",
168,0:35:44.306,0:36:01.522,17.22,51,"TO AMOS FROM HIS SON DANIEL TIME IS THE ONLY WAGE. SPEND IT KIND. He was a long while reading four short lines. And then the undertaker of Granite Flat put his face into his big careful hands, at his own workbench, in the sawdust, and wept for the old man,",
169,0:36:01.522,0:36:13.338,11.82,35,"and for Daniel Caldwell whom he'd never met, and for Lila, and for every soul he'd ever stood over alone with his hat off while the lawyer stood quiet in the lamplight and let him,",
170,0:36:13.338,0:36:25.153,11.82,35,"because Quincey Adair had learned in a long career the same thing Abel had learned in his: that there is a kind of grief that is only love with no place left to be put,",
171,0:36:25.153,0:36:35.618,10.46,31,"and you do not interrupt it. The will was read out publicly three days later, from the steps of the county clerk's office, to the largest crowd Granite Flat ever assembled,",
172,0:36:35.618,0:36:53.172,17.55,52,"and I will not pretend to you that the town took its medicine gracefully, because towns never do. But it took it. It had no choice; the letters were read too Amos Caldwell's own account, in his own hand, of the Price Hotel porch, and the saloon stove, and the locked church,",
173,0:36:53.172,0:37:07.688,14.52,43,and the one lamplit door at the end of the street. Vernon Price stood at the edge of that crowd hearing his own April words read back to him by a lawyer's dry voice nothing empties a lobby like the smell of poverty,
174,0:37:07.688,0:37:25.917,18.23,54,"and whatever a man's silver buttons are worth, they will not buy that back out of a town's memory. His investors read about it in the city papers, which got the story wrong in every particular except the ones that mattered, and decided Granite Flat was not, after all, the jewel of the county.",
175,0:37:25.917,0:37:38.408,12.49,37,"The hotel plan died. The council found its spine, or at least its weathervane, and the burial contract stayed where it was, and the pauper field on the hill stayed where it was, and stays there yet.",
176,0:37:38.408,0:37:56.637,18.23,54,"And Abel Thorne, the richest man in the territory, changed almost nothing, which is exactly why everything changed. He kept the workshop. He kept the rule. He buried Granite Flat's dead for eleven more years and never again had to look at a coffee tin in March and choose between linen and the winter.",
177,0:37:56.637,0:38:08.452,11.82,35,"The money went out of him the way water goes out of a spring quietly, and mostly downhill, to where it was needed: a doctor for the town, paid to treat first and bill after,",
178,0:38:08.452,0:38:17.904,9.45,28,"so that fewer people would die the way Lila died, of fever and of fear; a rest home in the county seat for old men off the roads,",
179,0:38:17.904,0:38:29.045,11.14,33,"with a stove and a cot and no questions, called Daniel House, and if you ever wondered who it was named for, now you know; and a standing account at Hobb's mason yard,",
180,0:38:29.045,0:38:38.497,9.45,28,"so that no grave in that county, pauper or prince, ever again went into the ground without a name on stone or, where no name could be found,",
181,0:38:38.497,0:38:49.975,11.48,34,"without the four lines Abel had carved by lamplight, which the masons came to call, simply, the stranger's verse, and cut so many times they knew it the way other men know a psalm.",
182,0:38:49.975,0:38:59.089,9.11,27,"He married Cora Quinn in the spring, in the church that had been locked one April night and was not locked now, and the whole town came",
183,0:38:59.089,0:39:10.567,11.48,34,"came the way towns do when they are trying to say a thing they are too ashamed to say in words and Abel, who knew exactly what they were saying, let them say it,",
184,0:39:10.567,0:39:21.707,11.14,33,"because he wasn't bitter. He was just changed, and he had been changed a long time, and it had finally stopped costing him. He kept the watch wound every night of his life.",
185,0:39:21.707,0:39:35.210,13.5,40,"Cora wound it after him. And up on the hill, on the southeast corner where the light comes long in the evening and you can see the creek, there is a granite stone with four uneven lines, and beside it,",
186,0:39:35.210,0:39:46.350,11.14,33,"by the estate's instruction and the lawyer's own hand, a second stone, small, that says only CALDWELL because the richest man in the territory lies in a pauper's field by his own choice,",
187,0:39:46.350,0:39:56.815,10.46,31,"in another man's Sunday coat, next to the only door that opened. Quincey Adair came back every year until he died to see it kept right. It was always kept right.",
188,0:39:56.815,0:40:12.344,15.53,46,"The frontier was full of towns that priced everything, and they are mostly gone now, blown out like lamps, and no one grieves them. But here and there it was full, too, of men and women nobody counted a slow undertaker, a seamstress with steady eyes,",
189,0:40:12.344,0:40:21.796,9.45,28,a livery boy who stood up in a saloon with his wages on the line who understood the one piece of arithmetic that Vernon Price's kind never learns:,
190,0:40:21.796,0:40:31.248,9.45,28,that what you spend on someone who can never repay you is the only money you keep. Amos Caldwell walked eleven towns to find somebody who knew it.,
191,0:40:31.248,0:40:40.701,9.45,28,"He needed to see it once before he died. And he did — at the end of the street, behind the last door, where the lamp was lit.",
192,0:40:40.701,0:40:51.841,11.14,33,"If this story warmed something in you if you believe, like we do, that dignity is the one debt worth going broke for, and that the truest ledger keeps no prices at all",
193,0:40:51.841,0:41:04.331,12.49,37,"then stay a while by our fire. Subscribe, and let us tell you another. There's always one more tale out here in the lantern and the dust, and the lamp in our window is lit for you.",
