scene,in,out,dur_s,words,narration,image_prompt
154,0:32:57.615,0:33:09.416,11.8,36,"and the two old women looked at each other across a table that finally got eaten from, and did not need to say the thing, because they had already said it every Sunday for twenty years.",
155,0:33:09.416,0:33:19.250,9.83,30,"It turns out that when you tell a grieving friend *I know he's coming home* for two decades on nothing but love, you are not lying. You are only early.",
156,0:33:19.250,0:33:28.428,9.18,28,"The point is the table. Jonah Holloway did not take his mother away to a fine house in a far city, though he could have, and offered to,",
157,0:33:28.428,0:33:42.196,13.77,42,"and she thought about it for exactly as long as it took to laugh. Sweetwater was where she had waited for him; she was not going to be chased out of it now that the waiting was done, and besides, she said,",
158,0:33:42.196,0:33:55.636,13.44,41,"a body couldn't just leave a church floor half scrubbed. So the judge did a thing that reshaped his whole life around a small table at the poor end of a small town: he made Sweetwater the center of his circuit,",
159,0:33:55.636,0:34:07.436,11.8,36,"and he built his mother a good house not a grand one, she wouldn't have it, but a warm dry good one on the very corner of the very land that had been taken from her,",
160,0:34:07.436,0:34:20.876,13.44,41,"which he bought back with a lawful paper of his own and put in her name, so that Winnie Holloway ended her days on the ground where Thomas had sung under his breath and a small boy had fed the horses,",
161,0:34:20.876,0:34:37.594,16.72,51,"a widow no longer poor and no longer alone and never again, as long as she lived, called mad by anyone in that town, because there is nothing that cures a town of its cruelty faster than watching the thing it mocked turn out to be the truest thing in it.",
162,0:34:37.594,0:34:47.428,9.83,30,"And every Sunday every single Sunday, for all the years they had left the circuit judge came home to Sweetwater if the whole territory had to wait on his docket,",
163,0:34:47.428,0:34:58.245,10.82,33,"and he sat down at his mother's table in the small chair's grown-up neighbor, and Winnie Holloway set two places, the way she always had. Only now the second one got eaten from.",
164,0:34:58.245,0:35:16.930,18.68,57,"Now the plate went back to the cupboard clean because a big gray-templed man had cleared it, telling his mother about his week, while she watched him eat with the particular bottomless attention of a woman who spent twenty years memorizing an empty chair and now got to fill her eyes with the miracle of it filled.",
165,0:35:16.930,0:35:31.353,14.42,44,"She kept the little chair, too, the one Thomas made, with the running horse carved in the back. It sat by the hearth all those years, and when in time there were grandchildren and there were it was pulled to the table for them,",
166,0:35:31.353,0:35:42.826,11.47,35,"and it turned out a chair built by a farrier's loving hands for a boy who loved horses had been waiting, all along, just like Winnie, for the family to come back and fill it.",
167,0:35:42.826,0:36:00.855,18.03,55,"The frontier was full of the powerful taking what they wanted from the powerless and calling it law, and calling it charity, and sleeping soundly. But it was full, too, quieter and less remarked, of a different kind of strength the strength of a worn woman at a poor table who would not, would not,",
168,0:36:00.855,0:36:20.195,19.34,59,"*would not* stop believing in the return of what was stolen from her, no matter how long the road or how loud the mockery, and who by the sheer stubborn faithfulness of her waiting turned out to be the sanest soul in Sweetwater and the richest, in the end, in the only wealth that was ever worth the name.",
169,0:36:20.195,0:36:36.913,16.72,51,"They called her mad for setting a place for twenty years. She was not mad. She was a mother. And a mother, it turns out, keeps better books than any banker alive: she knew, to the day, that she was owed a son, and she never once wrote the debt off,",
170,0:36:36.913,0:36:54.942,18.03,55,"and she lived to collect it in full, in the sound of one word in a doorway at dusk. If this story reached something in you if you have ever waited for someone the world told you to give up on, or been the one who finally came home, or just believe, like we do,",
171,0:36:54.942,0:37:04.776,9.83,30,"that love is the one debt that never expires no matter how long it goes unpaid then stay a while by our fire. Subscribe, and let us tell you another.",
172,0:37:04.776,0:37:14.938,10.16,31,"There's always one more tale out here in the lantern and the dust, and there is a place set for you at the table, and this time, somebody means to come.",
