scene,in,out,dur_s,words,narration,image_prompt
149,0:32:51.922,0:33:12.132,20.21,63,"the two the whole town leaned on the smith you trusted with your team and the woman you trusted with your figures and your troubles both, because a woman who has been judged by her face has a great tenderness for everyone else the world has misjudged, and Hester Vance had it in abundance, and the boardwalk that had laughed came, in time,",
150,0:33:12.132,0:33:31.059,18.93,59,"to bring her its griefs. They never had children of their own. But there was always a marked one, a burned one, a cast-off one, at their table Ezra had a way of finding the drifter with the frightening face and giving him a corner of the forge and a trade, saying only ""somebody did the same for me,",
151,0:33:31.059,0:33:44.853,13.79,43,"once,"" and Hester had a way of taking in the girl no one would hire, the plain one, the ruined one, and teaching her to keep a book and hold her back straight and look a man in the eye across a counter.",
152,0:33:44.853,0:34:03.459,18.61,58,"Their house was full of the world's rejected, and it was, of all the houses in Poplar Bend, the warm one. And on the shelf by their bed, until they were both very old, there sat a small plain wooden box, and in it a worn brass Saint Christopher on a bit of ribbon and every so often,",
153,0:34:03.459,0:34:12.762,9.3,29,"on the good nights now instead of the hard ones, one of them would take it out and hold it, and remember a bakery door, and a cold March,",
154,0:34:12.762,0:34:32.330,19.57,61,"and the plain unafraid girl who looked straight at the worst of a burned stranger and said come in, for pity's sake, you're letting the cold in. The frontier was full of people who read a face and thought they'd read the whole book — full of Everett Dunmores, sending back what they were too small to see the worth of.",
155,0:34:32.330,0:34:43.237,10.91,34,"But here and there, in a smithy at the end of a hard town's street, two people the world had marked and thrown away found each other across ten years and nine hundred miles,",
156,0:34:43.237,0:34:55.107,11.87,37,"and built out of two scars and a brass medal the truest home in the territory, and proved the one thing the greedy never learn: that the most valuable things in this life come to us marked,",
157,0:34:55.107,0:35:06.655,11.55,36,"and plain, and rejected by someone who couldn't see, and that all the wealth in the world is worth less than one person who will look straight at the worst of you and not step back.",
158,0:35:06.655,0:35:17.883,11.23,35,"If this story warmed something in you if you have ever been judged by a scar or a photograph or a bad season, and known yourself to be worth more than the glance you got",
159,0:35:17.883,0:35:31.998,14.11,44,"then stay a while by our fire. Subscribe, and let us tell you another. There's always one more tale out here in the lantern and the dust, and there's a table set for you, and no one at it is going to look away.",
